Brand,Price,Horsepower,Fuel Efficiency,Encoded_Brand,Scaled_Brand,Scaled_Horsepower,Scaled_Fuel_Efficiency,Performance_Index
Brand Z,39647,393,10.9,7,0.75,0.7325,0.03600000000000001,4283.7
Brand Y,99147,164,33.2,3,0.25,0.16,0.9280000000000002,5444.8
Brand X,82184,361,28.2,8,0.875,0.6525,0.728,10180.199999999999
Brand D,57966,120,25.4,9,1.0,0.05,0.616,3048.0
Brand A,51045,206,29.5,4,0.375,0.265,0.78,6077.0
Brand Z,99858,485,23.4,7,0.75,0.9625,0.5359999999999999,11349.0
Brand C,34841,299,29.7,6,0.625,0.4975,0.7879999999999999,8880.3
Brand C,59766,285,32.8,6,0.625,0.4625,0.9119999999999999,9348.0
Brand D,81649,229,29.6,9,1.0,0.3225,0.784,6778.400000000001
Brand D,34278,202,26.7,9,1.0,0.255,0.6679999999999999,5393.4
Brand B,70338,187,16.5,5,0.5,0.2175,0.26,3085.5
Brand C,65119,253,29.8,6,0.625,0.3825,0.792,7539.400000000001
Brand W,81280,124,20.9,1,0.0,0.06,0.43599999999999994,2591.6
Brand W,63712,398,27.3,1,0.0,0.745,0.6920000000000001,10865.4
Brand C,51615,228,32.5,6,0.625,0.32,0.9,7410.0
Brand E,38196,387,23.1,2,0.125,0.7175,0.524,8939.7
Brand B,72743,398,14.8,5,0.5,0.745,0.19200000000000003,5890.400000000001
Brand W,66725,229,17.9,1,0.0,0.3225,0.31599999999999995,4099.099999999999
Brand C,78942,266,23.0,6,0.625,0.415,0.52,6118.0
Brand D,45467,191,22.1,9,1.0,0.2275,0.48400000000000004,4221.1
Brand W,48206,497,21.6,1,0.0,0.9925,0.4640000000000001,10735.2
Brand W,31700,491,12.3,1,0.0,0.9775,0.09200000000000003,6039.3
Brand Z,71118,415,32.7,7,0.75,0.7875,0.9080000000000001,13570.500000000002
Brand A,89443,145,32.4,4,0.375,0.1125,0.8959999999999999,4698.0
Brand E,30203,338,18.0,2,0.125,0.595,0.32,6084.0
Brand Z,54315,471,32.6,7,0.75,0.9275,0.904,15354.6
Brand E,74860,108,19.8,2,0.125,0.02,0.392,2138.4
Brand X,95989,281,30.3,8,0.875,0.4525,0.812,8514.300000000001
Brand W,94717,185,10.5,1,0.0,0.2125,0.02,1942.5
Brand E,35928,474,31.7,2,0.125,0.935,0.868,15025.8
Brand X,31478,246,20.7,8,0.875,0.365,0.428,5092.2
Brand E,37685,433,24.4,2,0.125,0.8325,0.576,10565.199999999999
Brand Y,69899,408,15.7,3,0.25,0.77,0.22799999999999998,6405.599999999999
Brand B,73478,389,27.6,5,0.5,0.7225,0.7040000000000001,10736.400000000001
Brand C,78914,356,31.5,6,0.625,0.64,0.86,11214.0
Brand Z,65907,105,25.0,7,0.75,0.0125,0.6,2625.0
Brand X,74078,474,22.8,8,0.875,0.935,0.512,10807.2
Brand A,90837,346,12.9,4,0.375,0.615,0.11600000000000002,4463.400000000001
Brand Z,68031,152,33.2,7,0.75,0.13,0.9280000000000002,5046.400000000001
Brand E,99189,346,14.1,2,0.125,0.615,0.16399999999999998,4878.599999999999
Brand B,78929,139,24.7,5,0.5,0.0975,0.588,3433.2999999999997
Brand Z,99855,397,33.3,7,0.75,0.7425,0.9319999999999999,13220.099999999999
Brand B,71179,427,34.6,5,0.5,0.8175,0.9840000000000001,14774.2
Brand W,91224,357,12.9,1,0.0,0.6425,0.11600000000000002,4605.3
Brand Y,68928,152,18.3,3,0.25,0.13,0.332,2781.6
Brand Y,79836,392,19.2,3,0.25,0.73,0.368,7526.4
Brand A,43088,138,25.1,4,0.375,0.095,0.6040000000000001,3463.8
Brand D,79814,458,15.0,9,1.0,0.895,0.2,6870.0
Brand A,76178,356,29.1,4,0.375,0.64,0.764,10359.6
Brand D,95419,189,31.6,9,1.0,0.2225,0.8640000000000001,5972.400000000001
Brand A,47514,252,27.5,4,0.375,0.38,0.7,6930.0
Brand X,92904,142,31.3,8,0.875,0.105,0.852,4444.6
Brand Z,67212,124,27.8,7,0.75,0.06,0.7120000000000001,3447.2000000000003
Brand A,94245,269,25.4,4,0.375,0.4225,0.616,6832.599999999999
Brand Y,77532,293,16.2,3,0.25,0.4825,0.24799999999999997,4746.599999999999
Brand C,74451,138,31.9,6,0.625,0.095,0.8759999999999999,4402.2
Brand E,32663,398,23.8,2,0.125,0.745,0.552,9472.4
Brand Z,44861,119,24.6,7,0.75,0.0475,0.5840000000000001,2927.4
Brand Z,79638,455,28.2,7,0.75,0.8875,0.728,12831.0
Brand W,44180,149,21.4,1,0.0,0.1225,0.45599999999999996,3188.6
Brand C,49038,369,21.5,6,0.625,0.6725,0.46,7933.5
Brand Y,43913,178,18.3,3,0.25,0.195,0.332,3257.4
Brand E,83824,450,32.5,2,0.125,0.875,0.9,14625.0
Brand D,81536,307,27.0,9,1.0,0.5175,0.68,8289.0
Brand B,47201,429,27.2,5,0.5,0.8225,0.688,11668.8
Brand E,57805,365,12.6,2,0.125,0.6625,0.10399999999999998,4599.0
Brand B,52505,292,16.8,5,0.5,0.48,0.272,4905.6
Brand W,61986,373,21.6,1,0.0,0.6825,0.4640000000000001,8056.8
Brand Z,40995,378,24.3,7,0.75,0.695,0.5720000000000001,9185.4
Brand E,90730,427,15.3,2,0.125,0.8175,0.21200000000000002,6533.1
Brand B,60261,363,18.0,5,0.5,0.6575,0.32,6534.0
Brand W,65526,229,15.1,1,0.0,0.3225,0.204,3457.9
Brand E,38982,438,19.3,2,0.125,0.845,0.37200000000000005,8453.4
Brand A,86179,289,26.0,4,0.375,0.4725,0.64,7514.0
Brand A,74111,399,34.5,4,0.375,0.7475,0.98,13765.5
Brand Y,67017,214,23.7,3,0.25,0.285,0.5479999999999999,5071.8
Brand A,66041,326,16.6,4,0.375,0.565,0.26400000000000007,5411.6
Brand E,66698,398,22.5,2,0.125,0.745,0.5,8955.0
Brand W,36407,400,29.7,1,0.0,0.75,0.7879999999999999,11880.0
Brand B,50006,425,33.3,5,0.5,0.8125,0.9319999999999999,14152.499999999998
Brand E,31197,166,20.0,2,0.125,0.165,0.4,3320.0
Brand C,66704,496,21.8,6,0.625,0.99,0.47200000000000003,10812.800000000001
Brand B,58979,496,29.8,5,0.5,0.99,0.792,14780.800000000001
Brand X,68104,348,27.0,8,0.875,0.62,0.68,9396.0
Brand B,92533,131,26.0,5,0.5,0.0775,0.64,3406.0
Brand W,73853,467,14.9,1,0.0,0.9175,0.196,6958.3
Brand D,83877,126,32.5,9,1.0,0.065,0.9,4095.0
Brand D,50375,444,22.7,9,1.0,0.86,0.508,10078.8
Brand C,41812,329,33.6,6,0.625,0.5725,0.9440000000000001,11054.4
Brand Y,58179,412,13.0,3,0.25,0.78,0.12,5356.0
Brand W,65631,448,28.5,1,0.0,0.87,0.74,12768.0
Brand C,58343,185,13.9,6,0.625,0.2125,0.15600000000000003,2571.5
Brand X,96409,362,22.7,8,0.875,0.655,0.508,8217.4
Brand B,48847,478,15.4,5,0.5,0.945,0.21600000000000003,7361.2
Brand Y,78694,441,33.4,3,0.25,0.8525,0.9359999999999999,14729.4
Brand Y,49801,312,33.2,3,0.25,0.53,0.9280000000000002,10358.400000000001
Brand D,45335,397,33.9,9,1.0,0.7425,0.956,13458.3
Brand E,32430,309,12.1,2,0.125,0.5225,0.08399999999999999,3738.9
Brand B,98064,329,31.8,5,0.5,0.5725,0.872,10462.2
Brand C,87275,216,22.8,6,0.625,0.29,0.512,4924.8
Brand A,98802,401,25.0,4,0.375,0.7525,0.6,10025.0
Brand B,52256,297,30.1,5,0.5,0.4925,0.804,8939.7
Brand Z,96902,239,15.7,7,0.75,0.3475,0.22799999999999998,3752.2999999999997
Brand E,95399,474,11.4,2,0.125,0.935,0.056000000000000015,5403.6
Brand C,60855,293,16.9,6,0.625,0.4825,0.27599999999999997,4951.7
Brand C,51127,281,15.3,6,0.625,0.4525,0.21200000000000002,4299.3
Brand B,54795,267,20.3,5,0.5,0.4175,0.41200000000000003,5420.1
Brand X,54119,252,15.9,8,0.875,0.38,0.23600000000000002,4006.8
Brand X,57501,429,33.1,8,0.875,0.8225,0.924,14199.900000000001
Brand D,94023,422,21.2,9,1.0,0.805,0.44799999999999995,8946.4
Brand C,57088,187,26.9,6,0.625,0.2175,0.6759999999999999,5030.3
Brand A,86984,126,18.2,4,0.375,0.065,0.32799999999999996,2293.2
Brand D,64732,386,33.4,9,1.0,0.715,0.9359999999999999,12892.4
Brand X,31892,344,15.7,8,0.875,0.61,0.22799999999999998,5400.8
Brand Z,31159,480,20.4,7,0.75,0.95,0.4159999999999999,9792.0
Brand A,42283,473,23.9,4,0.375,0.9325,0.5559999999999999,11304.699999999999
Brand C,48723,237,12.6,6,0.625,0.3425,0.10399999999999998,2986.2
Brand A,69846,152,13.7,4,0.375,0.13,0.14799999999999996,2082.4
Brand Z,46725,161,14.7,7,0.75,0.1525,0.18799999999999997,2366.7
Brand B,86990,174,10.4,5,0.5,0.185,0.016000000000000014,1809.6000000000001
Brand X,40206,385,32.0,8,0.875,0.7125,0.88,12320.0
Brand X,86117,212,27.8,8,0.875,0.28,0.7120000000000001,5893.6
Brand X,81274,355,29.5,8,0.875,0.6375,0.78,10472.5
Brand X,30183,415,21.0,8,0.875,0.7875,0.44,8715.0
Brand Z,34535,196,15.2,7,0.75,0.24,0.20799999999999996,2979.2
Brand C,35215,377,25.3,6,0.625,0.6925,0.612,9538.1
Brand E,72980,294,21.8,2,0.125,0.485,0.47200000000000003,6409.2
Brand Z,55921,443,11.0,7,0.75,0.8575,0.04,4873.0
Brand B,95051,225,12.4,5,0.5,0.3125,0.09600000000000002,2790.0
